180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
